rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,average_rating
m/win_win_2011,Win Win,"Mike Flaherty (Paul Giamatti) is a struggling, though not overly ambitious, lawyer. As the court-appointed attorney of Leo Poplar (Burt Young), an old man afflicted with dementia, Mike sees an opportunity to take things easy for awhile by volunteering to become Leo's legal guardian and thereby gain control of the man's monthly stipend. The unexpected arrival of Leo's grandson complicates Mike's plans, until he learns that the youth is a champion wrestler who can help the team Mike coaches.","Rich, wonderful characters and strong performances populate Win Win, with writer/director Thomas McCarthy continuing to emerge as a great American humanist.",R,"Comedy, Drama",Tom McCarthy,Tom McCarthy,"Paul Giamatti, Amy Ryan, Bobby Cannavale, Jeffrey Tambor, Burt Young, Melanie Lynskey, Alex Shaffer, Margo Martindale, David Thompson, David W. Thompson, Mike Diliello, Nina Arianda, Marcia Haufrecht, Sharon Wilkins, Clare Foley, Penelope Kindred, Tim Ransom, Nicholas Somers, Jacqueline Brogan, Marceline Hugot, Michael Goodwin, Earl Baker Jr., Edmund Ikeda, Joseph Tiboni, Edwin Thompson, Pam Levine, Darren C. Goldstein, Michael D. Davey, Ann M. Hayes, Rudy Lanzillotta II, Christopher Lantz, Ryan Arnel, Kevin Antero, Chris Sarro, Dante Porrazzo, Dariusz M. Uczkowski, Chris Federlin, Nicholas LaBarbera, Nicholas Lopez, Quinn Knauer, Austin Ward, Jonathan Anderson, Delon Richards, Chris Loew, Dean Shmudy, John Goncalves",2011-03-18,2015-11-25,106.0,Fox Searchlight Pictures,Certified-Fresh,94.0,176.0,Upright,85.0,32026.0,45,166,10,89.5
m/wind_river_2017,Wind River,"Cory Lambert is a wildlife officer who finds the body of an 18-year-old woman on an American Indian reservation in snowy Wyoming. When the autopsy reveals that she was raped, FBI agent Jane Banner arrives to investigate. Teaming up with Lambert as a guide, the duo soon find that their lives are in danger while trying to solve the mystery of the teen's death.","Wind River lures viewers into a character-driven mystery with smart writing, a strong cast, and a skillfully rendered setting that delivers the bitter chill promised by its title.",R,"Drama, Mystery & Suspense",Taylor Sheridan,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Kelsey Asbille, Gil Birmingham, Graham Greene (II), James Jordan, Jon Bernthal, Julia Jones, Martin Sensmeier, Teo Briones, Apesanahkwat, Tantoo Cardinal, Eric Lange, Althea Sam, Tokala Clifford, Tyler Laracca, Shane Cullen, Dallin Tusieseina, Austin R. Grant, Ian Bohen, Hugh Dillion, Matthew Del Negro, Gabe Casdorph, Mason Davis, Chris Romrell, Blake Robbins, Norman Lehnert, Ian Roylance",2017-08-04,2017-10-31,111.0,The Weinstein Company,Certified-Fresh,88.0,249.0,Upright,90.0,29408.0,44,218,31,89.0
m/wind_that_shakes_the_barley,The Wind That Shakes the Barley,"In 1920s Ireland young doctor Damien O'Donovan (Cillian Murphy) prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy (Padraic Delaney) in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.","Bleak and uncompromising, but director Ken Loach brightens his film with gorgeous cinematography and tight pacing, and features a fine performance from Cillian Murphy.",NR,Drama,Ken Loach,Paul Laverty,"Cillian Murphy, Padraic Delaney, Liam Cunningham, Orla Fitzgerald, Mary Riordan, Mary Murphy, Laurence Barry, Lawrence Barry, Myles Horgan, Damien Kearney, Martin Lucey, Aidan O'Hare, Shane Casey, John Crean, Mairtin de Cogain, Kieran Hegarty, Martin de Cogain, Shane Nott, Gerard Kearney, Keith Dunphy, Kevin O'Brien, Frank Bourke, Frank O'Sullivan, Gary McCarthy, Tim O'Mahon, Sean McGinley, Graham Browne, Owen Buckley, Aidan Fitzpatick, Vince Hannington, Denis Kelleher, Colin McClery, Finbar O'Mahon, John Quinlan, Peggy Lynch, Noel O'Donovan, Peter O'Manhoney, Barry Bourke, Diamuíd Ó'Dálaigh, Corina Gough, Roger Allam, Sabrina Barry, William Ruane, Dan O'Riordan, Peg Crowley, Fiona Lawton, Kieran Ahmem, Clare Dineen, Tomas Ohealaithe, Nora Lynch, Diamuid Ní Mheachair, Denis Conway, Barry Looney, Connie O'Connail, Aine O'Connor, Frances O'Connor (II), Mary O'Riordan, O'Riada Peadr, Neil Brand, Tom Chamock, Alan Ready, Mark Wakeling, Anthony Byrne, Marcus Anthony, Bill Armstrong, Christopher Brown, Mark Bryce, Alex Dee, Jonny Holmes, Allan Huntley, Bill Hurst, Daniel Kington, Jamie Lomas, Anthony Martin, Owen McQuade, Richard Oldham, Colin Parry, Scott Peden, Bernie Sweeney, Derek Taylor, Neil Alan Taylor, Gregor Wood",2007-03-16,2017-04-10,126.0,IFC First Take,Certified-Fresh,90.0,117.0,Upright,87.0,36913.0,36,105,12,88.5
m/winged_migration,Winged Migration,"This documentary presents an epic portrait of winter bird migration. Filmed on all seven continents over four years, the footage is brought together into one portrait of a journey that's uniformly arduous for all kinds of different birds. Rather than concentrating on statistics and facts, the film near-wordlessly portrays the sheer physical effort demanded of the birds on their disparate routes. Along the way, we see the many dangers they face, from man-made waste to a group of hungry crabs.",A marvel to watch.,G,"Documentary, Drama, Special Interest","Guy Jarry, Jacques Cluzard, Jacques Cluzaud, Michel Debats, Jacques Perrin","Guy Jarry, Stéphane Durand, Francis Roux, Jacques Perrin, Jean Dorst",Jacques Perrin,2003-04-18,2012-05-01,91.0,Sony Classic Pictures,Certified-Fresh,95.0,133.0,Upright,87.0,6293.0,38,127,6,91.0
m/wings,Wings,"With World War I afoot, David Armstrong (Richard Arlen) and Jack Powell (Charles ""Buddy"" Rogers) join the military with an eye toward flying American fighter planes. They leave behind Mary Preston (Clara Bow), a local girl who's in love with David but committed to Jack. Dispatched to France as newly minted pilots, the men take to the skies in one of the war's climactic air battles, and as frantic Mary longs for the safe return of both men, one pays the ultimate price for his bravery.","Subsequent war epics may have borrowed heavily from the original Best Picture winner, but they've all lacked Clara Bow's luminous screen presence and William Wellman's deft direction.",PG-13,"Action & Adventure, Classics",William Wellman,"Hope Loring, Louis D. Lighton","Clara Bow, Charles 'Buddy' Rogers, Richard Arlen, Gary Cooper, Jobyna Ralston, Charles Rogers, Arlette Marchal, El Brendel, ""Gunboat"" Smith, Richard Tucker, Julia Swayne Gordon, Henry B. Walthall, George Irving, Hedda Hopper, Roscoe Karns, Charles Barton, Nigel De Brulier, James Pierce, Gloria Wellman, Margery Chapin Wellman, Carl von Hartmann, William Wellman, Frank Tomick, Dick Grace, Rod Rogers, Thomas Carrigan, Dorothy Coonan Wellman",1927-08-12,2017-01-02,139.0,Unknown,Certified-Fresh,93.0,46.0,Upright,78.0,3530.0,9,43,3,85.5
m/wings_of_desire,Wings of Desire,"Two angels, Damiel (Bruno Ganz) and Cassiel (Otto Sander), glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion (Solveig Dommartin), the angel longs to experience life in the physical world, and finds--with some words of wisdom from actor Peter Falk (playing himself) -- that it might be possible for him to take human form.","Beyond ravishing, Wings of Desire is Wim Wenders' is aching and heartbreaking exploration of how love makes us human.",PG-13,"Art House & International, Drama, Science Fiction & Fantasy, Romance",Wim Wenders,"Wim Wenders, Peter Handke","Bruno Ganz, Otto Sander, Solveig Dommartin, Curt Bois, Beatrice Manowski, Hans Martin Stier, Crime and the City Solution, Peter Falk, Annelinde Gerstl, Lajos Kovács, Peter Werner, Paul Busch, Didier Flamand, Olivier Picot, Dirk Vogeley, Mick Harvey, Nick Cave, Blixa Bargeld, Patrick Kreuzer, Ulrike Schirm",1987-05-17,2017-03-23,128.0,Criterion Collection,Certified-Fresh,98.0,56.0,Upright,93.0,34104.0,9,55,1,95.5
m/winnebago_man,Winnebago Man,"Filmmaker Ben Steinbauer interviews Jack Rebney, whose profanity-strewn outtakes from a 1988 industrial film about a line of recreational vehicles turned him into a cult hero.","Though it doesn't quite answer all of the questions it raises, Winnebago Man is nevertheless a fascinating, hilarious, and surprisingly poignant look at a geniunely colorful internet celebrity.",NR,"Comedy, Documentary, Special Interest",Ben Steinbauer,"Ben Steinbauer, Malcolm Pullinger","Jack Rebney, Keith Gordon, Ghyslain Raza, Alexsey Vayner, Douglas Rushkoff, Nick Prueher, Joe Pickett, Charlie Sotelo, Cinco Barnes, Alain Berliner, Tony Dahle, Tom Jandric, Nick Dangeur, Tom Jadric, Kevin Schmitt, Mike Welckle, Ben Steinbauer",2010-07-09,2017-04-17,87.0,Kino Lorber,Certified-Fresh,90.0,62.0,Upright,80.0,19107.0,26,56,6,85.0
m/winnie_the_pooh_2011,Winnie the Pooh,"Three stories inspired by A.A. Milne add up to a very busy day for Winnie the Pooh (Jim Cummings) and friends. Upon learning that Eeyore (Bud Luckey) has lost his tail, the residents of the Hundred Acre Wood start a contest to see who can find a new one for the melancholy donkey -- with a pot of honey going to the winner. Amid the goings-on, Owl (Craig Ferguson) mistakenly relates the news that Christopher Robin has been abducted. However, all ends well when Pooh finds a land of sweet delights.","Short, nostalgic, and gently whimsical, Winnie the Pooh offers young audiences -- and their parents -- a sweetly traditional family treat.",G,"Animation, Kids & Family","Don Hall, Stephen J. Anderson","Stephen J. Anderson, Don Dougherty, Don Hall, Kendelle Hoyer","Craig Ferguson, Jack Boulter, Travis Oates, Bud Luckey, Kristen Anderson-Lopez, Wyatt Hall, Huell Howser, John Cleese, Lisa Linder Silver, Robert Lopez, Craig Ferguson, Tom Kenny",2011-07-15,2015-11-23,69.0,Walt Disney Pictures,Certified-Fresh,91.0,130.0,Upright,80.0,36356.0,39,118,12,85.5
m/winning_the_racing_life_of_paul_newman,Winning: The Racing Life Of Paul Newman,The 35-year racing career of actor Paul Newman.,,NR,"Documentary, Special Interest","Adam Carolla, Nate Adams","Adam Carolla, Nate Adams","Adam Carolla, Patrick Dempsey, Mario Andretti, Robert Redford, Jay Leno, Joanne Woodward, Graham Rahal, Tom Cruise, Bob Sharp",2015-05-08,2016-02-05,83.0,FilmBuff,Fresh,90.0,10.0,Upright,91.0,1312.0,5,9,1,90.5
m/wit,Wit,"Professor Vivian Bearing (Emma Thompson), an expert on the work of 17th-century British poet John Donne, has spent her adult life contemplating religion and death as literary motifs. Diagnosed with advanced ovarian cancer, she consents to an aggressive and experimental form of chemotherapy administered by Dr. Kelekian (Christopher Lloyd) and his assistant, Dr. Posner (Jonathan M. Woodward), her former student. Facing death on a personal level, she reflects on her life and work.",,PG-13,"Drama, Television, Faith & Spirituality",Mike Nichols,"Emma Thompson, Mike Nichols","Emma Thompson, Audra McDonald, Christopher Lloyd, Eileen Atkins, Jonathan M. Woodward, Harold Pinter, Rebecca Laurie, Su-Lin Looi, Raffaello Degruttola, Miquel Brown, Harry Dillon, Benedict Wong, Alex Gregor, Lachele Carl, David Menkin, Rachel Siegel, Shauna Shim, Matt Blair, David Zayas, Tassia Messimeris, Norman Naudain, Emma Bernbach, Jenny Jules, Gary Beadle",,2017-04-17,99.0,HBO Video,Fresh,83.0,12.0,Upright,91.0,7824.0,3,10,2,87.0
m/with_a_friend_like_harry,With a Friend like Harry...,During a heat wave Michel (Laurent Lucas) and Claire (Mathilde Seigner) take their three small daughters on vacation to get away from the headaches of the farm they are trying to restore. Out of the blue a friend named Harry (Sergi López) appears who'll stop at nothing to make Michel happy.,A darkly funny thriller that's reminiscent of Hitchcock.,R,"Art House & International, Comedy, Drama, Mystery & Suspense",Dominik Moll,"Dominik Moll, Gilles Marchand","Laurent Lucas, Sergi López, Mathilde Seigner, Sophie Guillemin, Liliane Rovère, Dominique Rozan, Michel Fau, Victoire de Koster, Laurie Caminata, Lorena Caminata",2001-05-04,2016-07-08,117.0,Miramax Films,Certified-Fresh,96.0,93.0,Upright,79.0,4513.0,27,89,4,87.5
m/withnail_and_i,Withnail and I,"Two out-of-work actors -- the anxious, luckless Marwood (Paul McGann) and his acerbic, alcoholic friend, Withnail (Richard E. Grant) -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty (Richard Griffiths), they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.","Richard E. Grant and Paul McGann prove irresistibly hilarious as two misanthropic slackers in Withnail and I, a biting examination of artists living on the fringes of prosperity and good taste.",R,"Comedy, Drama",Bruce Robinson,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown, Michael Elphick, Daragh O'Malley, Michael Wardle, Una Brandon-Jones, Noel Johnson, Irene Sutcliffe, Llewellyn Rees, Robert Oates, Eddie Tagoe",1987-06-19,2020-10-15,102.0,Cineplex-Odeon Films,Fresh,94.0,35.0,Upright,94.0,43127.0,6,33,2,94.0
m/without_2011,Without,A young woman cares for a man in a vegetative state and struggles with guilt and loss.,,NR,Drama,Mark Jackson,Mark Jackson,"Joslyn Jensen, Ron Carrier, Darren Lenz, Bob Sentinella, Piper Weiss, Brooke Bundy, Jodi Long, Kristine Haruna Lee",,2017-10-28,88.0,Right On Red Films,Fresh,90.0,10.0,,,,2,9,1,90.0
m/without_limits,Without Limits,"Before Steve Prefontaine (Billy Crudup) makes it to the 1972 Olympics in Munich, he is an unlikely track star at the University of Oregon. At school, after Steve initially clashes with coach Bill Bowerman (Donald Sutherland) over his style of front-running -- running the race at maximum speed from beginning to end -- he develops a strong bond with the man. Steve also has a profound effect on a beautiful co-ed named Mary (Monica Potter), who becomes the object of his affection.",This drama about American track star and hero Steve Prefontaine intelligently looks at the character of this oft mythologized athlete and features a fantastic performance by Donald Sutherland as Prefontaine's trainer.,PG-13,"Documentary, Drama",Robert Towne,Kenny Moore,"Billy Crudup, Donald Sutherland, Monica Potter, Judith Ivey, Jeremy Sisto, Matthew Lillard, Billy Burke, Dean Norris, Gabriel Olds, Frank Shorter, Amy Jo Johnson, Adam Setliff, William Mapother, Nicholas R. Oleson",1998-09-11,2008-10-24,117.0,Warner Bros. Pictures,Fresh,79.0,39.0,Upright,91.0,7858.0,17,31,8,85.0
m/witness_for_the_prosecution,Witness for the Prosecution,"The affable Leonard Vole (Tyrone Power) is being tried for the murder of a wealthy woman, and legendary lawyer Sir Wilfrid Robarts (Charles Laughton) has chosen to represent him. Unfortunately, Leonard's alibi depends on the testimony of his callous wife, Christine (Marlene Dietrich) -- who, after the discovery of a legal loophole, makes the shocking decision to appear in court against him. To Sir Wilfrid's surprise, this is only the first in a series of puzzling revelations and reversals.",,NR,"Classics, Drama, Mystery & Suspense",Billy Wilder,"Billy Wilder, Lawrence B. Marcus, Harry Kurnitz","Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester, John Williams (II), Henry Daniell, Ian Wolfe, Una O'Connor, Torin Thatcher, Norma Varden, Francis Compton, Philip Tonge, Ruta Lee, Molly Roden, Ottola Nesmith, Marjorie Eaton, J. Pat O'Malley",1957-12-01,2017-01-17,114.0,MGM,Fresh,100.0,31.0,Upright,95.0,8968.0,5,31,0,97.5
m/witnesses_2004,Witnesses,"Josko (Kresimir Mikic) is a Croatian soldier recently returned from the front lines of the Serbian-Croatian conflict. Angry over the murder of a fellow soldier, Josko persuades two friends to help him intimidate his Serbian neighbor. Things quickly get out of hand, and Josko finds himself at the center of a murder investigation conducted by Barbir (Drazen Kuhn). Josko's mother (Mirjana Karanovic) asks Josko's brother Kreso (Leon Lucev) to help him, even as Kreso deals with troubles of his own.",,NR,"Art House & International, Drama","Vinko Bresnan, Vinko Bresan",,"Mirjana Karanovic, Alma Prica, Bojan Navojec, Drazen Kuhn, Kresimir Mikic, Leon Lucev, Ljubomir Kerekes, Marinko Prga, Predrag Vusovic, Tarik Filipovic",2004-10-27,2019-05-27,88.0,Film Movement,Fresh,90.0,10.0,Upright,81.0,694.0,6,9,1,85.5
m/wolf_man,The Wolf Man,"When his brother dies, Larry Talbot (Lon Chaney) returns to Wales and reconciles with his father (Claude Rains). While there, he visits an antique shop and, hoping to impress Gwen (Evelyn Ankers), the attractive shopkeeper, buys a silver walking cane. That same night he kills a wolf with it, only to later learn that he actually killed a man (Bela Lugosi). A gypsy (Maria Ouspenskaya) explains that it was her son, a werewolf, that he killed, and that Larry is now one himself.","A handsomely told tale with an affecting performance from Lon Chaney, Jr., The Wolf Man remains one of the classics of the Universal horror stable.",NR,"Classics, Horror, Science Fiction & Fantasy",George Waggner,Curt Siodmak,"Lon Chaney Jr, Creighton Chaney, Claude Rains, Evelyn Ankers, Ralph Bellamy, Warren William, Maria Ouspenskaya, Bela Lugosi, Patric Knowles, Fay Helm, Leyland Hodgson, Forrester Harvey, J.M. Kerrigan, Lon Chaney, Kurt Katch, Doris Lloyd, Olaf Hytten, Harry Stubbs, Tom Stevenson, Eric Wilton, Harry Cording, Ernie Stanton, Ottola Nesmith, Connie Leon, La Riana, Caroline Cooke, Margaret Fealy, Jessie Arnold, Eddie Polo, Gibson Gowland, Martha Vickers, Lon Chaney Jr",1941-12-12,2015-05-08,70.0,Universal Pictures,Certified-Fresh,90.0,40.0,Upright,80.0,10400.0,8,36,4,85.0
m/woman_in_the_dunes,Woman in the Dunes (Suna no Onna),"Entomologist Niki Jumpei (Eiji Okada) misses the last bus home when exploring for insects in a series of sand dunes, and is persuaded by local villagers to spend the night in a house at the bottom of the sandpit. An unnamed young widow (Kyôko Kishida) lives there alone, forced by the villagers to dig the sand that they sell to nearby cities for construction. Enslaved to dig sand alongside the widow, Niki plots his escape even as he adapts to his imprisonment.",,NR,"Art House & International, Drama, Special Interest",Hiroshi Teshigahara,"Kobo Abe, Eiko Yoshida","Eiji Okada, Kyoko Kishida, Koji Mitsui, Hiroko Ito, Sen Yano, Ginzo Sekigushi, Hiroyuki Nishimoto, Kinzo Sekiguchi, Kiyohiko Ichiha, Tamutsu Tamura",1964-10-25,2017-03-08,125.0,Criterion Collection,Fresh,100.0,29.0,Upright,93.0,5396.0,8,29,0,96.5
